Patient,PE,SC,GNE,SE,LZC,STE,Mean,Std,Skew
1.0,0.5691691163885593,0.2855027513204811,0.6159666757117529,0.4289662968985583,0.2690768437964073,0.7776445089599671,-1.0572140748457565e-06,25.64832352881288,-0.0263642300833403
1.0,0.540102988897599,0.2833949964544264,0.5680564643050741,0.4115653503202852,0.1902974440507146,0.7519257417013259,-4.563584701795773e-06,54.23873209018068,-0.0912685649349117
1.0,0.4894900722117225,0.2808596659791129,0.4884952707275916,0.4655777063555991,0.2075417827047257,0.7106960486035744,3.0291570804287027e-06,23.84510618418792,-0.0352289450629849
1.0,0.5414474696181002,0.2835880165687822,0.57031020846079,0.4120849210865513,0.204437336312762,0.7532167622692107,-1.6538395534703158e-06,52.40079032404695,-0.0843851977443431
1.0,0.538152436613365,0.2832838238118131,0.565175220017474,0.4332276900623857,0.221188314670599,0.750361889317217,2.011270061693689e-07,44.70033647925939,-0.0587638276338158
1.0,0.5454519275709372,0.2837717399957231,0.576919740797843,0.4354350517557428,0.2352071940298112,0.7564763816690597,-9.722468254180052e-06,40.02297811275428,-0.0792790683715873
1.0,0.5311882317721264,0.2826481196427391,0.5537717062123211,0.4260370731140019,0.2142161097303268,0.7446045761982416,-9.855827831211126e-06,50.98419480364228,-0.0773161938470364
1.0,0.5468508205288243,0.2842224789776123,0.5797566582309345,0.4420421458967828,0.2436268994616887,0.7580253215607933,-1.326526927059748e-05,38.43272484351165,-0.0565834664866377
1.0,0.532130426659223,0.2824079138178028,0.5546816351570456,0.4009918829901089,0.1838232537490332,0.7450320809075317,-1.3247579187362923e-06,63.23420871677677,-0.0684431797838651
1.0,0.5847017178146335,0.2854263507695631,0.6407085761825834,0.5234339154524321,0.3243704317072446,0.7906942117924372,3.868437123730005e-06,16.403651739729114,-0.0355303742938761
1.0,0.5454750605530764,0.2845832530880476,0.5779828022141229,0.4501187888495634,0.2773243385588656,0.7574211108215612,-5.246236985014405e-07,43.7792625527733,-0.0765552916616462
1.0,0.4412217509252902,0.2739154102820095,0.4069498320936792,0.4453237897313925,0.1530766677440677,0.672283344908832,5.680057841733436e-08,29.797181129199068,-0.123572856922177
1.0,0.5064949351642337,0.2806360050592301,0.5135210643204405,0.4113056196773393,0.187244195425335,0.723979346564836,2.2758272667620336e-05,61.89378369430376,-0.0841175731853672
1.0,0.5171496601028687,0.2817624745417175,0.5307805462342596,0.3909940184376305,0.1742446170553882,0.7328824346728031,9.335067069053292e-07,62.28587940353105,-0.0386558300637015
1.0,0.5395060307414075,0.2828846382319273,0.5664978656166606,0.3923839614659291,0.1822035425880087,0.751043590739175,-4.524859316675515e-06,54.651725727352975,-0.0542806296105694
1.0,0.5784305192809066,0.2852457646809667,0.6304782541138891,0.477566422306202,0.2945593685280432,0.7851284142448355,4.900260524050057e-06,26.61839262943592,-0.1037003945566967
1.0,0.3153851523547539,0.2399505634655416,0.1867966594411407,0.4414837577790035,0.0518307571527847,0.5782491701719644,8.194659424259067e-08,16.551756376868227,-0.2542547302014783
1.0,0.5948702649676939,0.2856064545510401,0.6570325431620572,0.514879507845851,0.3189807031886629,0.7995217565965258,2.9833604878358458e-06,17.070470250009723,-0.1937990289644587
1.0,0.5641469301138871,0.2847827169273597,0.6074876248736124,0.4727411366720135,0.2823649913961919,0.7729577963739535,3.074929590162975e-06,26.927448829848828,-0.0198084914565339
1.0,0.5750701814162774,0.2850306689593297,0.624780160611179,0.4487372832581741,0.2765191373207701,0.7819487579627117,-3.899260246367409e-06,30.56555189465745,-0.1095651506650481
1.0,0.5184887217042085,0.2820142929943595,0.5331592006955796,0.4093374181636444,0.1768184684118438,0.7339347801932333,-1.722161520043508e-05,57.194022430382006,-0.0651856053875535
1.0,0.5340228598906654,0.2831877560265456,0.5585081794521721,0.4080155826001055,0.1960315939081347,0.7471418694263716,1.4789999458502176e-06,59.50539238047181,-0.0663560311396823
1.0,0.5360923438404456,0.2828387595132708,0.5610838620648236,0.3886137912777244,0.1706235386551667,0.7481657787286542,-4.125275289921301e-05,53.28873007093177,-0.0525156691599615
1.0,0.332488119809613,0.2460809703175093,0.2177926606004032,0.520664837470203,0.0775366903204239,0.5902089101622369,9.126335303731206e-08,6.855730369431966,-0.2504054052340043
1.0,0.2609611390319937,0.2174813031601121,0.0852998572440819,0.4767967639811533,0.0190548778541218,0.5433961776161833,-5.7436882653928006e-08,8.280107024938282,-1.1084898032675907
1.0,0.4091171610069576,0.2665161676534124,0.351303243821656,0.4172380798285319,0.1233586914132011,0.6463689648454991,2.2684922971270516e-05,56.592444463358255,-0.1047235690394883
1.0,0.5476777864791103,0.2836310374535321,0.5802459538869735,0.4351460410672575,0.2289843382186336,0.75825527198796,6.794243379578785e-07,41.65666211414253,-0.1301412067326824
1.0,0.5372085341729421,0.2832387396266206,0.5694891312295642,0.4803440378456448,0.2640734256984149,0.7441805058433787,2.5292332276286863e-06,23.6906317845369,-0.17291595367335
1.0,0.5690792142670872,0.2848213102554488,0.6153559838256321,0.4898146111286184,0.2914921568754134,0.7770511615765563,8.670486204953553e-06,21.67467140095808,-0.0993268507411956
1.0,0.526758073766918,0.2845306637509129,0.548756386198394,0.5235042092370064,0.2580367435839069,0.7426553362968059,1.682559157349365e-07,13.260590084177649,-0.0122240849788781
1.0,0.5907950054706328,0.2851779618131297,0.6497389145826161,0.4492015342717446,0.2887647122192054,0.7953888758861141,-2.700052161736869e-06,27.365709981008223,-0.0244744971646203
1.0,0.5459016690848443,0.283526656402456,0.5774189200458336,0.4106660377759831,0.2087519117330774,0.7566861754193055,4.772907411722897e-06,43.2154870708352,-0.0220323073481805
1.0,0.5796491516979818,0.2852004739517883,0.6323698849773367,0.4991358203197246,0.3078475161278277,0.7861868502458782,1.4153624659053483e-05,19.16054765091128,-0.0262919908337976
1.0,0.5341947175787763,0.2829306482159244,0.5583252406185888,0.4071080016191887,0.2046002382973478,0.746921640263521,2.045312486297551e-06,51.01700496187602,-0.0956599327630917
1.0,0.0,0.0,0.0,,0.0001489389573355,0.0,0.0,0.0,0.0
1.0,0.5807176540531609,0.2854681132023133,0.6345576380515859,0.4731604614679549,0.2990461546177778,0.7875195912544126,6.877642438187035e-07,24.206482744580537,-0.019592346757184
1.0,0.549954417739116,0.2840858062438147,0.5843860956945652,0.4444304660914459,0.2490771344316879,0.7605274402365574,1.1334240353817548e-05,33.16702796229347,-0.006018827515187
1.0,0.5338916704243405,0.2828787753594494,0.5581527893301488,0.4262655426559486,0.2118098147008736,0.7467790972592979,-4.1342814600452e-06,49.1545678309874,-0.0730176170091132
1.0,0.5152245923817207,0.2816234816195072,0.5275341980126815,0.4099362160008352,0.1735418113504609,0.7309765014088274,-8.865586117421e-06,67.29521895291161,-0.0698127795275579
1.0,0.5248599115674863,0.2826830594800006,0.5436382350470571,0.4331937301088024,0.1994432268996031,0.7392632103347666,1.9020481795937907e-05,42.150244259035325,-0.068924252049176
1.0,0.5029681309886496,0.280771141212858,0.508824851567876,0.4117852722388942,0.1694087552843983,0.7200184818576957,1.9246655764539416e-05,40.14888623288263,-0.0866805750552362
1.0,0.5864030629873802,0.2856196423241032,0.6436923095104655,0.5431462061579608,0.3367835629326826,0.7923259362401849,4.289139679264461e-05,15.811980693139429,-0.0908987873336364
1.0,0.524823358065884,0.2820147006329788,0.5433027471381731,0.4190823856182819,0.1984099628830874,0.7391447921705266,-3.573452633134303e-06,56.80446148379712,-0.0541379304462982
1.0,0.5962175823262165,0.2861105262516494,0.6598791267431928,0.5636295917342512,0.3599854598801172,0.801166442380533,-1.555452818140868e-06,13.968981011354602,-0.0890653746029351
1.0,0.2665240760674935,0.2200214447834142,0.0959276446039917,0.4400117334735061,0.0204186001822258,0.5467880980613093,8.937581979432395e-08,7.539846347580209,-0.3328255261864595
1.0,0.5763505574482691,0.2847400769045713,0.6262865680205704,0.4413361493944124,0.2739266685946475,0.7826881692377331,-2.503803651948286e-06,33.36256988608863,-0.035796705386209
1.0,0.2688394999806012,0.2210369331746526,0.1002635345400385,0.4424877389699986,0.0239093569947786,0.5481606741644468,3.6960404555197393e-07,19.081496115613977,0.0049396151831397
1.0,0.5904962607967453,0.2857560190015182,0.6504161231723948,0.517236219258588,0.3203770059136841,0.7959718256250744,-4.733476841538894e-06,18.539475680813045,-0.1639281778847976
1.0,0.5060143884857654,0.2809494277077472,0.5126097296359892,0.4001992865885854,0.1656992443782588,0.7233971918321636,-7.544654248573782e-06,61.34874310133145,-0.0537105277570773
1.0,0.566926224651688,0.2850142475272562,0.6118771021498826,0.43581762237694,0.2633613113086542,0.7752421604550718,-5.915137832266048e-06,35.17546414251958,-0.1057809841383845
1.0,0.550216631587451,0.2842205564104978,0.5848916232345172,0.4352843787965241,0.2421468185731664,0.7607830757329304,5.517030193298323e-07,38.953935970912056,-0.0616133465188383
1.0,0.5976104188505312,0.2858183404016637,0.6616603325655348,0.5520124175604814,0.3506116142528085,0.8020725852422963,4.989241322429449e-06,13.760791199539913,-0.0187986777433881
1.0,0.5302820089694612,0.2826843089172575,0.5523380892515865,0.4296630906213489,0.2184003635629734,0.7439517640515002,3.667026709415235e-06,49.2335642065702,-0.0583945747265936
1.0,0.579220391162338,0.2846343166897012,0.6311467904486178,0.4381458720620396,0.259628528690431,0.7856185613988,8.096418201966179e-06,29.72051246130985,0.0955810780034673
